case_id,statute,offense_category,penalty,imprisonment_duration_served,risk_of_escape,risk_of_influence,surety_bond_required,personal_bond_required,fines_applicable,served_half_term,bail_eligibility,risk_score,penalty_severity
337,IPC,Offences Against the State,Fine,81,True,True,False,True,True,False,False,2,81
338,NDPS,Crimes Against Women,Imprisonment,30,False,True,True,False,True,False,False,1,60
339,SCST Act,Crimes Against SCs and STs,Fine,9,True,False,False,True,True,True,False,2,9
340,NDPS,Cyber Crime,Imprisonment,64,True,True,True,True,True,False,False,2,128
341,IPC,Crimes Against Foreigners,Both,33,True,True,False,True,True,True,False,3,99
342,NDPS,Crimes Against Women,Both,52,True,False,True,False,False,False,False,1,156
343,PMLA,Crimes Against Women,Fine,89,True,True,False,False,True,False,False,2,89
344,NDPS,Crimes Against SCs and STs,Imprisonment,14,False,True,True,False,True,True,False,2,28
345,CrPC,Offences Against the State,Both,75,False,True,False,True,False,False,False,1,225
346,CrPC,Crimes Against Children,Imprisonment,53,False,False,True,False,True,True,True,1,106
347,PMLA,Crimes Against Children,Imprisonment,99,False,False,False,False,False,False,False,0,198
348,IPC,Crimes Against Women,Fine,105,False,False,False,True,True,True,True,1,105
349,CrPC,Economic Offence,Both,59,True,True,True,True,False,False,False,2,177
350,SCST Act,Economic Offence,Fine,78,True,True,False,False,False,True,False,3,78
351,CrPC,Crimes Against SCs and STs,Fine,94,True,True,True,False,False,True,False,3,94
352,CrPC,Crimes Against Children,Both,41,True,True,True,False,False,False,False,2,123
353,IPC,Crimes Against Women,Both,68,False,False,False,False,False,False,False,0,204
354,NDPS,Offences Against the State,Imprisonment,68,False,True,True,True,True,True,False,2,136
355,CrPC,Crimes Against Children,Both,92,False,True,False,True,True,False,False,1,276
356,PMLA,Crimes Against Women,Imprisonment,8,True,True,False,True,False,True,False,3,16
357,NDPS,Crimes Against Women,Imprisonment,2,False,False,True,False,False,False,False,0,4
358,SCST Act,Cyber Crime,Imprisonment,105,True,True,False,False,False,True,False,3,210
359,IPC,Offences Against the State,Both,110,False,True,True,True,True,False,False,1,330
360,SCST Act,Cyber Crime,Fine,86,False,True,True,True,False,True,False,2,86
361,NDPS,Crimes Against SCs and STs,Imprisonment,41,True,True,False,False,False,False,False,2,82
362,NDPS,Cyber Crime,Fine,55,True,True,False,False,False,True,False,3,55
363,NDPS,Crimes Against Foreigners,Fine,16,False,False,True,True,False,True,True,1,16
364,SCST Act,Cyber Crime,Both,93,False,True,True,True,True,False,False,1,279
365,NDPS,Crimes Against Foreigners,Fine,62,True,True,False,True,False,False,False,2,62
366,SCST Act,Crimes Against Children,Fine,113,False,True,False,False,False,True,False,2,113
367,NDPS,Economic Offence,Both,48,False,True,False,False,True,True,False,2,144
368,PMLA,Crimes Against Women,Imprisonment,30,True,True,False,False,False,True,False,3,60
369,NDPS,Crimes Against Foreigners,Fine,12,False,True,True,False,False,True,False,2,12
370,SCST Act,Offences Against the State,Both,35,True,True,False,False,True,False,False,2,105
371,CrPC,Cyber Crime,Fine,11,False,True,True,False,True,True,False,2,11
372,NDPS,Crimes Against Foreigners,Fine,64,True,True,True,True,True,True,False,3,64
373,CrPC,Offences Against the State,Imprisonment,110,False,True,False,True,False,True,False,2,220
374,PMLA,Economic Offence,Fine,50,True,False,True,False,False,False,False,1,50
375,IPC,Economic Offence,Both,85,False,False,False,True,True,True,True,1,255
376,PMLA,Cyber Crime,Fine,21,True,False,True,False,True,False,False,1,21
377,NDPS,Crimes Against SCs and STs,Imprisonment,69,False,False,False,True,True,False,False,0,138
378,CrPC,Cyber Crime,Imprisonment,48,False,True,True,False,False,False,False,1,96
379,CrPC,Crimes Against Children,Both,20,False,False,True,True,False,False,False,0,60
380,SCST Act,Crimes Against Foreigners,Imprisonment,101,False,False,False,True,True,False,False,0,202
381,CrPC,Crimes Against Women,Fine,67,False,True,False,False,False,False,False,1,67
382,SCST Act,Crimes Against SCs and STs,Imprisonment,44,False,False,True,False,True,False,False,0,88
383,IPC,Cyber Crime,Both,33,False,False,True,True,False,True,True,1,99
384,NDPS,Offences Against the State,Imprisonment,117,False,True,False,True,False,True,False,2,234
385,SCST Act,Crimes Against SCs and STs,Imprisonment,73,False,True,True,False,False,False,False,1,146
386,IPC,Crimes Against Foreigners,Imprisonment,61,True,True,False,True,False,True,False,3,122
387,CrPC,Crimes Against SCs and STs,Both,9,True,False,True,False,True,True,False,2,27
388,CrPC,Crimes Against Foreigners,Imprisonment,68,False,False,False,False,False,False,False,0,136
389,IPC,Cyber Crime,Imprisonment,35,True,True,True,True,False,True,False,3,70
390,CrPC,Crimes Against Foreigners,Fine,81,False,True,False,False,True,False,False,1,81
391,IPC,Crimes Against SCs and STs,Both,98,False,False,False,True,False,True,True,1,294
392,SCST Act,Offences Against the State,Imprisonment,88,True,True,True,True,True,False,False,2,176
393,SCST Act,Economic Offence,Both,96,False,False,False,False,True,False,False,0,288
394,IPC,Crimes Against SCs and STs,Imprisonment,65,False,True,True,True,False,True,False,2,130
395,SCST Act,Crimes Against Foreigners,Imprisonment,8,True,True,False,False,False,True,False,3,16
396,SCST Act,Economic Offence,Imprisonment,45,True,False,False,False,True,False,False,1,90
397,SCST Act,Crimes Against Foreigners,Fine,87,False,True,False,False,True,False,False,1,87
398,PMLA,Offences Against the State,Fine,47,True,True,True,True,True,False,False,2,47
399,NDPS,Crimes Against Foreigners,Fine,40,True,True,False,False,False,True,False,3,40
400,CrPC,Cyber Crime,Both,76,False,False,True,True,True,True,True,1,228
401,PMLA,Crimes Against Women,Both,54,True,True,False,False,True,True,False,3,162
402,SCST Act,Crimes Against SCs and STs,Fine,76,True,True,True,False,True,True,False,3,76
403,IPC,Crimes Against Women,Both,46,False,True,True,False,False,False,False,1,138
404,SCST Act,Crimes Against Foreigners,Imprisonment,47,True,True,True,True,True,False,False,2,94
405,NDPS,Offences Against the State,Imprisonment,15,True,True,False,True,False,False,False,2,30
406,SCST Act,Crimes Against SCs and STs,Imprisonment,105,False,True,True,False,False,False,False,1,210
407,IPC,Crimes Against Foreigners,Fine,19,False,False,False,False,True,True,True,1,19
408,NDPS,Economic Offence,Both,26,False,False,True,True,False,False,False,0,78
409,SCST Act,Crimes Against Children,Fine,52,True,True,True,True,True,False,False,2,52
410,NDPS,Crimes Against Foreigners,Both,93,False,False,True,True,False,True,True,1,279
411,CrPC,Crimes Against Women,Imprisonment,22,False,False,True,False,False,True,True,1,44
412,CrPC,Crimes Against SCs and STs,Fine,104,True,True,False,True,True,False,False,2,104
413,SCST Act,Crimes Against Women,Both,21,False,False,True,False,True,True,True,1,63
414,NDPS,Crimes Against SCs and STs,Both,51,False,False,True,True,True,False,False,0,153
415,IPC,Crimes Against Foreigners,Imprisonment,38,False,False,False,False,False,True,True,1,76
416,SCST Act,Cyber Crime,Fine,20,False,False,True,False,False,True,True,1,20
417,CrPC,Economic Offence,Fine,29,True,False,True,False,True,False,False,1,29
418,CrPC,Crimes Against Foreigners,Fine,51,False,False,True,True,True,True,True,1,51
419,SCST Act,Crimes Against Women,Imprisonment,4,False,False,True,True,False,False,False,0,8
420,NDPS,Crimes Against Children,Fine,55,True,False,False,True,False,True,False,2,55
421,CrPC,Crimes Against Children,Imprisonment,71,False,True,False,False,False,True,False,2,142
422,NDPS,Offences Against the State,Imprisonment,92,True,True,True,False,True,True,False,3,184
423,CrPC,Crimes Against SCs and STs,Imprisonment,28,True,False,False,True,False,True,False,2,56
424,CrPC,Crimes Against Women,Both,4,True,False,False,False,True,True,False,2,12
425,PMLA,Offences Against the State,Fine,22,False,True,True,False,False,False,False,1,22
426,CrPC,Crimes Against Women,Fine,76,True,False,False,False,False,True,False,2,76
427,IPC,Crimes Against SCs and STs,Imprisonment,45,True,False,True,True,True,False,False,1,90
428,SCST Act,Crimes Against Foreigners,Imprisonment,67,True,True,False,False,True,True,False,3,134
429,SCST Act,Crimes Against Foreigners,Fine,86,False,True,False,True,True,False,False,1,86
430,NDPS,Crimes Against Children,Imprisonment,108,False,True,False,True,False,True,False,2,216
431,CrPC,Crimes Against Foreigners,Fine,66,False,False,True,True,False,False,False,0,66
432,IPC,Crimes Against Foreigners,Both,88,False,False,False,True,False,False,False,0,264
433,NDPS,Cyber Crime,Imprisonment,34,False,True,True,True,True,True,False,2,68
434,PMLA,Crimes Against Children,Fine,91,False,True,True,False,False,True,False,2,91
435,NDPS,Offences Against the State,Imprisonment,55,False,False,False,True,True,True,True,1,110
436,NDPS,Economic Offence,Fine,105,True,True,True,True,True,False,False,2,105
437,CrPC,Cyber Crime,Fine,1,True,False,False,True,True,False,False,1,1
438,PMLA,Offences Against the State,Imprisonment,72,True,False,True,False,False,True,False,2,144
439,NDPS,Crimes Against SCs and STs,Both,87,True,True,True,False,False,True,False,3,261
440,IPC,Cyber Crime,Fine,38,False,True,False,False,True,False,False,1,38
441,IPC,Offences Against the State,Fine,6,True,False,False,False,False,False,False,1,6
442,SCST Act,Crimes Against SCs and STs,Fine,86,True,True,False,True,True,True,False,3,86
443,PMLA,Crimes Against Children,Both,25,True,True,False,True,True,False,False,2,75
444,PMLA,Economic Offence,Both,82,True,True,True,False,False,True,False,3,246
445,SCST Act,Crimes Against SCs and STs,Imprisonment,17,False,True,True,False,True,True,False,2,34
446,NDPS,Crimes Against Foreigners,Both,61,False,False,True,False,True,True,True,1,183
447,PMLA,Crimes Against Women,Imprisonment,12,False,False,False,False,False,False,False,0,24
448,IPC,Crimes Against SCs and STs,Imprisonment,6,True,False,True,True,True,False,False,1,12
449,IPC,Crimes Against SCs and STs,Both,90,False,False,False,False,True,False,False,0,270
450,CrPC,Economic Offence,Imprisonment,27,True,True,True,False,True,False,False,2,54
451,PMLA,Crimes Against Women,Both,8,False,True,False,False,True,True,False,2,24
452,NDPS,Crimes Against Foreigners,Imprisonment,83,False,False,True,False,True,False,False,0,166
453,SCST Act,Offences Against the State,Both,106,False,False,True,False,True,True,True,1,318
454,SCST Act,Offences Against the State,Both,65,False,True,False,False,True,True,False,2,195
455,NDPS,Crimes Against SCs and STs,Imprisonment,57,False,False,True,False,False,True,True,1,114
456,CrPC,Crimes Against Women,Fine,93,True,False,False,True,False,False,False,1,93
457,SCST Act,Crimes Against Women,Imprisonment,109,False,True,True,True,True,True,False,2,218
458,PMLA,Crimes Against Foreigners,Both,113,True,False,True,True,True,True,False,2,339
459,CrPC,Economic Offence,Fine,99,True,True,False,True,False,False,False,2,99
460,PMLA,Crimes Against Children,Imprisonment,40,True,True,False,True,False,True,False,3,80
461,IPC,Offences Against the State,Imprisonment,14,True,False,True,True,False,False,False,1,28
462,CrPC,Economic Offence,Imprisonment,35,True,True,True,False,False,False,False,2,70
463,SCST Act,Cyber Crime,Fine,48,False,False,True,False,False,False,False,0,48
464,CrPC,Offences Against the State,Both,109,False,True,True,True,True,True,False,2,327
465,CrPC,Economic Offence,Imprisonment,84,False,False,True,False,False,False,False,0,168
466,CrPC,Offences Against the State,Imprisonment,56,False,False,True,True,False,False,False,0,112
467,CrPC,Crimes Against Children,Imprisonment,49,True,False,False,False,False,False,False,1,98
468,PMLA,Cyber Crime,Imprisonment,13,False,True,False,False,True,False,False,1,26
469,IPC,Crimes Against Children,Imprisonment,61,False,True,False,False,True,True,False,2,122
470,NDPS,Crimes Against Foreigners,Both,102,True,False,True,False,True,False,False,1,306
471,CrPC,Cyber Crime,Both,49,True,True,True,False,True,True,False,3,147
472,SCST Act,Crimes Against SCs and STs,Imprisonment,46,False,False,True,False,True,False,False,0,92
473,CrPC,Economic Offence,Fine,113,False,False,False,True,True,True,True,1,113
474,SCST Act,Cyber Crime,Both,62,True,True,False,True,False,False,False,2,186
475,PMLA,Crimes Against Foreigners,Fine,8,False,False,True,False,True,True,True,1,8
476,SCST Act,Crimes Against Foreigners,Both,43,False,True,True,True,True,False,False,1,129
477,NDPS,Crimes Against Children,Imprisonment,20,False,False,False,False,False,True,True,1,40
478,IPC,Offences Against the State,Both,97,False,True,False,True,True,True,False,2,291
479,SCST Act,Cyber Crime,Imprisonment,90,True,False,False,False,False,True,False,2,180
480,SCST Act,Economic Offence,Both,39,True,False,True,True,False,False,False,1,117
481,IPC,Cyber Crime,Imprisonment,85,True,True,True,False,True,True,False,3,170
482,NDPS,Crimes Against Women,Imprisonment,117,False,False,True,True,False,True,True,1,234
483,CrPC,Offences Against the State,Imprisonment,49,False,False,False,False,False,True,True,1,98
484,SCST Act,Economic Offence,Imprisonment,64,False,True,False,True,False,True,False,2,128
485,IPC,Economic Offence,Fine,62,False,False,True,False,False,False,False,0,62
486,PMLA,Crimes Against SCs and STs,Imprisonment,106,False,True,True,False,True,True,False,2,212
487,IPC,Crimes Against Children,Fine,107,True,False,False,False,False,True,False,2,107
488,PMLA,Crimes Against SCs and STs,Fine,54,False,True,True,True,True,True,False,2,54
489,NDPS,Economic Offence,Imprisonment,105,False,False,False,True,False,False,False,0,210
490,CrPC,Offences Against the State,Fine,9,True,False,False,True,False,True,False,2,9
491,IPC,Cyber Crime,Both,88,False,False,True,False,False,True,True,1,264
492,SCST Act,Cyber Crime,Imprisonment,37,True,True,False,True,True,True,False,3,74
493,NDPS,Offences Against the State,Fine,49,True,True,True,False,True,True,False,3,49
494,IPC,Economic Offence,Imprisonment,41,True,True,False,True,True,False,False,2,82
495,SCST Act,Crimes Against Foreigners,Imprisonment,17,True,True,False,True,False,True,False,3,34
496,IPC,Cyber Crime,Imprisonment,88,True,False,True,True,False,True,False,2,176
497,PMLA,Crimes Against Foreigners,Fine,21,False,False,False,True,False,False,False,0,21
498,IPC,Cyber Crime,Both,51,True,True,True,False,False,False,False,2,153
499,IPC,Cyber Crime,Both,59,True,True,True,True,True,False,False,2,177
500,IPC,Crimes Against Children,Fine,39,False,True,False,True,False,True,False,2,39
501,NDPS,Crimes Against Children,Imprisonment,55,False,False,True,False,True,False,False,0,110
502,IPC,Crimes Against Women,Fine,41,True,True,True,False,False,True,False,3,41
503,SCST Act,Crimes Against SCs and STs,Fine,39,False,True,True,True,True,False,False,1,39
504,PMLA,Offences Against the State,Fine,13,False,False,True,True,True,True,True,1,13
505,PMLA,Offences Against the State,Imprisonment,64,True,False,True,False,False,False,False,1,128
506,IPC,Offences Against the State,Fine,11,True,True,True,False,False,True,False,3,11
507,NDPS,Crimes Against Women,Imprisonment,110,False,False,False,False,True,False,False,0,220
508,NDPS,Crimes Against Children,Fine,19,True,True,True,True,False,True,False,3,19
509,SCST Act,Economic Offence,Both,11,True,False,False,True,False,True,False,2,33
510,IPC,Crimes Against Foreigners,Fine,77,False,True,False,True,True,True,False,2,77
511,PMLA,Crimes Against Foreigners,Fine,46,True,True,True,False,True,True,False,3,46
512,NDPS,Economic Offence,Both,45,True,True,False,False,True,True,False,3,135
513,IPC,Crimes Against Women,Imprisonment,1,True,True,False,False,True,True,False,3,2
514,NDPS,Economic Offence,Imprisonment,40,True,False,True,True,False,True,False,2,80
515,NDPS,Offences Against the State,Fine,108,True,False,True,False,True,True,False,2,108
516,PMLA,Crimes Against SCs and STs,Both,19,False,False,True,True,True,False,False,0,57
517,CrPC,Cyber Crime,Imprisonment,76,False,False,False,False,True,True,True,1,152
518,SCST Act,Crimes Against Foreigners,Fine,72,True,True,False,True,False,True,False,3,72
519,SCST Act,Crimes Against Children,Both,72,False,True,True,True,True,False,False,1,216
520,PMLA,Crimes Against Children,Imprisonment,61,True,False,True,False,False,True,False,2,122
521,NDPS,Crimes Against Women,Imprisonment,117,True,False,False,True,True,False,False,1,234
522,IPC,Crimes Against Children,Both,109,True,False,False,False,True,True,False,2,327
523,NDPS,Offences Against the State,Both,12,True,False,False,True,False,False,False,1,36
524,PMLA,Crimes Against Foreigners,Both,61,True,False,False,False,True,False,False,1,183
525,SCST Act,Economic Offence,Both,112,False,True,True,False,True,True,False,2,336
526,NDPS,Offences Against the State,Fine,33,False,True,False,True,False,False,False,1,33
527,SCST Act,Crimes Against Women,Both,45,True,True,False,False,True,True,False,3,135
528,IPC,Offences Against the State,Imprisonment,90,False,False,False,True,True,True,True,1,180
529,SCST Act,Economic Offence,Imprisonment,103,True,False,False,False,True,True,False,2,206
530,SCST Act,Crimes Against SCs and STs,Fine,92,False,False,True,False,True,True,True,1,92
531,CrPC,Crimes Against Women,Imprisonment,69,True,False,True,False,False,False,False,1,138
532,CrPC,Crimes Against SCs and STs,Imprisonment,8,False,True,False,False,True,True,False,2,16
533,CrPC,Cyber Crime,Both,25,True,True,False,True,False,False,False,2,75
534,SCST Act,Crimes Against SCs and STs,Imprisonment,91,True,False,True,False,True,False,False,1,182
535,PMLA,Cyber Crime,Fine,46,False,True,True,False,False,True,False,2,46
536,SCST Act,Cyber Crime,Both,87,False,True,False,True,True,True,False,2,261
537,PMLA,Crimes Against SCs and STs,Both,30,True,False,False,True,False,True,False,2,90
538,PMLA,Crimes Against Women,Fine,109,False,False,True,True,True,True,True,1,109
539,CrPC,Economic Offence,Both,47,True,False,True,True,False,False,False,1,141
540,NDPS,Offences Against the State,Both,87,False,False,True,True,False,True,True,1,261
541,IPC,Offences Against the State,Fine,49,False,False,True,True,True,False,False,0,49
542,CrPC,Economic Offence,Both,47,True,False,True,False,False,True,False,2,141
543,CrPC,Crimes Against Foreigners,Fine,84,False,True,True,True,True,True,False,2,84
544,NDPS,Crimes Against Foreigners,Fine,82,False,True,False,False,True,True,False,2,82
545,IPC,Cyber Crime,Imprisonment,18,True,False,True,True,True,True,False,2,36
546,SCST Act,Cyber Crime,Imprisonment,66,False,True,True,False,True,False,False,1,132
547,SCST Act,Crimes Against Women,Both,68,True,False,True,False,True,False,False,1,204
548,CrPC,Crimes Against Children,Both,94,True,False,True,False,False,True,False,2,282
549,IPC,Crimes Against SCs and STs,Fine,33,True,False,False,True,True,False,False,1,33
550,CrPC,Cyber Crime,Both,36,True,False,False,True,True,False,False,1,108
551,PMLA,Offences Against the State,Fine,82,True,True,True,True,True,True,False,3,82
552,CrPC,Crimes Against Women,Fine,101,False,False,False,True,True,True,True,1,101
553,CrPC,Crimes Against SCs and STs,Both,19,True,True,False,False,True,False,False,2,57
554,SCST Act,Crimes Against Women,Fine,111,True,False,False,True,True,False,False,1,111
555,SCST Act,Crimes Against SCs and STs,Imprisonment,28,False,False,False,False,False,False,False,0,56
556,SCST Act,Crimes Against SCs and STs,Both,40,False,False,False,False,False,False,False,0,120
557,PMLA,Economic Offence,Imprisonment,84,False,True,False,True,True,True,False,2,168
558,SCST Act,Cyber Crime,Both,113,True,False,True,True,False,True,False,2,339
559,IPC,Crimes Against Women,Fine,97,True,False,True,True,True,False,False,1,97
560,NDPS,Crimes Against Women,Both,76,True,False,True,False,True,True,False,2,228
561,IPC,Economic Offence,Imprisonment,115,False,True,True,True,True,False,False,1,230
562,IPC,Offences Against the State,Fine,15,True,True,True,False,True,False,False,2,15
563,SCST Act,Offences Against the State,Both,41,False,True,False,True,True,True,False,2,123
564,NDPS,Crimes Against Foreigners,Both,39,True,False,True,False,False,False,False,1,117
565,NDPS,Cyber Crime,Both,2,False,True,True,True,False,False,False,1,6
566,NDPS,Cyber Crime,Imprisonment,63,True,False,False,True,False,True,False,2,126
567,PMLA,Crimes Against Children,Imprisonment,29,True,True,False,False,False,True,False,3,58
568,SCST Act,Economic Offence,Both,105,True,True,True,True,True,False,False,2,315
569,NDPS,Offences Against the State,Fine,74,False,False,False,True,False,False,False,0,74
570,PMLA,Crimes Against SCs and STs,Fine,66,False,True,False,True,True,True,False,2,66
571,CrPC,Crimes Against Women,Imprisonment,51,True,False,False,True,False,False,False,1,102
572,CrPC,Cyber Crime,Fine,75,True,False,False,True,False,False,False,1,75
573,PMLA,Crimes Against Women,Imprisonment,77,True,True,True,True,False,True,False,3,154
574,PMLA,Crimes Against Women,Both,10,False,False,False,True,False,True,True,1,30
575,SCST Act,Crimes Against Children,Imprisonment,14,True,False,True,False,True,True,False,2,28
576,SCST Act,Offences Against the State,Imprisonment,82,True,True,True,False,False,True,False,3,164
577,CrPC,Cyber Crime,Both,51,True,True,False,True,False,True,False,3,153
578,NDPS,Crimes Against Women,Fine,118,True,False,False,True,True,True,False,2,118
579,CrPC,Cyber Crime,Imprisonment,73,False,True,False,True,True,False,False,1,146
580,NDPS,Crimes Against SCs and STs,Imprisonment,39,False,False,True,False,False,False,False,0,78
581,NDPS,Crimes Against Children,Both,28,True,False,False,False,True,True,False,2,84
582,SCST Act,Crimes Against SCs and STs,Fine,3,True,True,False,True,True,True,False,3,3
583,IPC,Cyber Crime,Imprisonment,84,False,True,False,False,True,False,False,1,168
584,IPC,Crimes Against Foreigners,Both,70,False,True,False,True,False,False,False,1,210
585,PMLA,Cyber Crime,Imprisonment,27,True,True,False,True,True,False,False,2,54
586,SCST Act,Offences Against the State,Both,117,False,False,True,True,False,True,True,1,351
587,NDPS,Crimes Against Women,Fine,2,False,False,False,True,False,True,True,1,2
588,IPC,Crimes Against Women,Fine,93,True,True,False,False,False,False,False,2,93
589,NDPS,Crimes Against SCs and STs,Fine,38,False,True,False,False,False,True,False,2,38
590,IPC,Crimes Against Children,Fine,3,False,False,True,True,True,True,True,1,3
591,IPC,Crimes Against Foreigners,Imprisonment,16,True,False,False,False,False,True,False,2,32
592,IPC,Economic Offence,Imprisonment,94,True,False,True,False,True,False,False,1,188
593,SCST Act,Crimes Against Women,Fine,40,False,False,True,True,False,False,False,0,40
594,CrPC,Offences Against the State,Fine,2,True,True,False,False,True,True,False,3,2
595,NDPS,Crimes Against SCs and STs,Fine,81,False,False,False,True,False,True,True,1,81
596,SCST Act,Crimes Against SCs and STs,Imprisonment,41,True,False,False,True,True,True,False,2,82
597,SCST Act,Economic Offence,Fine,12,False,True,True,True,False,True,False,2,12
598,SCST Act,Offences Against the State,Fine,35,True,False,True,True,False,True,False,2,35
599,SCST Act,Crimes Against Children,Fine,107,False,False,True,False,True,False,False,0,107
600,SCST Act,Offences Against the State,Both,65,False,True,True,True,False,True,False,2,195
601,PMLA,Crimes Against Children,Fine,55,False,True,True,False,False,True,False,2,55
602,NDPS,Offences Against the State,Both,45,True,True,True,True,False,True,False,3,135
603,SCST Act,Offences Against the State,Both,79,True,False,False,True,True,False,False,1,237
604,NDPS,Cyber Crime,Fine,90,False,False,False,False,False,False,False,0,90
605,PMLA,Crimes Against SCs and STs,Both,101,False,True,True,True,False,True,False,2,303
606,PMLA,Offences Against the State,Fine,85,True,True,False,False,True,False,False,2,85
607,NDPS,Economic Offence,Imprisonment,62,True,False,False,False,True,False,False,1,124
608,IPC,Offences Against the State,Imprisonment,49,True,True,True,True,True,False,False,2,98
609,CrPC,Crimes Against Women,Imprisonment,95,True,True,True,True,True,False,False,2,190
610,IPC,Crimes Against SCs and STs,Imprisonment,25,True,True,False,True,True,False,False,2,50
611,IPC,Crimes Against Women,Both,23,True,False,True,True,False,False,False,1,69
612,IPC,Crimes Against SCs and STs,Fine,24,False,False,True,True,False,True,True,1,24
613,SCST Act,Crimes Against Women,Fine,38,True,False,False,True,False,False,False,1,38
614,PMLA,Offences Against the State,Fine,28,False,False,True,False,True,False,False,0,28
615,IPC,Offences Against the State,Imprisonment,21,True,False,False,False,False,True,False,2,42
616,PMLA,Cyber Crime,Imprisonment,54,True,False,False,True,True,True,False,2,108
617,NDPS,Economic Offence,Fine,107,False,True,False,False,True,True,False,2,107
618,CrPC,Crimes Against Women,Imprisonment,18,False,False,False,False,False,True,True,1,36
619,NDPS,Crimes Against Children,Fine,36,True,False,False,True,True,False,False,1,36
620,NDPS,Cyber Crime,Fine,99,False,True,True,True,True,False,False,1,99
621,SCST Act,Crimes Against Women,Fine,45,False,False,True,False,False,False,False,0,45
622,CrPC,Crimes Against Women,Fine,119,False,False,True,True,True,False,False,0,119
623,NDPS,Cyber Crime,Fine,73,False,True,True,False,True,True,False,2,73
624,NDPS,Offences Against the State,Fine,53,True,True,False,True,False,False,False,2,53
625,CrPC,Crimes Against Women,Fine,102,False,True,False,False,True,False,False,1,102
626,CrPC,Offences Against the State,Imprisonment,30,True,False,True,False,True,True,False,2,60
627,NDPS,Cyber Crime,Fine,60,True,True,False,False,False,False,False,2,60
628,CrPC,Offences Against the State,Fine,108,True,False,True,False,False,False,False,1,108
629,NDPS,Crimes Against SCs and STs,Imprisonment,98,True,False,True,True,False,False,False,1,196
630,NDPS,Crimes Against Children,Imprisonment,32,False,False,True,True,False,False,False,0,64
631,SCST Act,Crimes Against Foreigners,Imprisonment,67,False,False,False,False,True,True,True,1,134
632,IPC,Crimes Against Women,Fine,67,True,True,False,False,True,True,False,3,67
633,NDPS,Economic Offence,Both,28,True,True,False,True,False,True,False,3,84
634,PMLA,Crimes Against Children,Both,44,True,False,False,True,True,True,False,2,132
635,IPC,Crimes Against Foreigners,Imprisonment,79,True,True,True,False,True,True,False,3,158
636,IPC,Offences Against the State,Both,41,False,False,False,False,False,False,False,0,123
637,IPC,Crimes Against Women,Imprisonment,63,True,False,False,False,False,False,False,1,126
638,SCST Act,Offences Against the State,Fine,23,False,False,False,False,True,True,True,1,23
639,NDPS,Crimes Against SCs and STs,Both,104,True,True,True,False,False,True,False,3,312
640,SCST Act,Cyber Crime,Fine,75,True,False,True,True,False,True,False,2,75
641,NDPS,Crimes Against Women,Both,48,True,False,False,False,False,False,False,1,144
642,SCST Act,Crimes Against Foreigners,Fine,32,True,True,False,True,True,True,False,3,32
643,SCST Act,Crimes Against Foreigners,Both,57,False,True,False,True,False,False,False,1,171
644,PMLA,Crimes Against SCs and STs,Fine,118,False,True,False,True,True,False,False,1,118
645,SCST Act,Crimes Against SCs and STs,Fine,100,False,True,True,False,True,False,False,1,100
646,CrPC,Crimes Against Women,Both,33,True,False,False,True,True,False,False,1,99
647,PMLA,Offences Against the State,Fine,24,True,True,False,True,False,True,False,3,24
648,SCST Act,Economic Offence,Fine,39,False,False,False,True,False,False,False,0,39
649,IPC,Crimes Against Foreigners,Fine,34,False,True,True,True,False,False,False,1,34
650,CrPC,Crimes Against Foreigners,Both,56,True,True,True,False,False,True,False,3,168
651,CrPC,Crimes Against SCs and STs,Both,28,True,True,False,False,False,False,False,2,84
652,CrPC,Crimes Against Children,Fine,37,False,True,False,True,True,False,False,1,37
653,PMLA,Crimes Against SCs and STs,Fine,7,True,True,False,True,True,False,False,2,7
654,SCST Act,Economic Offence,Both,68,True,True,False,False,True,True,False,3,204
655,SCST Act,Offences Against the State,Both,37,False,False,False,False,False,False,False,0,111
656,IPC,Offences Against the State,Fine,56,True,True,True,False,True,False,False,2,56
657,IPC,Crimes Against Children,Fine,65,False,True,True,True,True,True,False,2,65
658,CrPC,Crimes Against Foreigners,Fine,65,True,True,True,False,False,True,False,3,65
659,IPC,Crimes Against SCs and STs,Imprisonment,47,False,True,False,True,False,False,False,1,94
660,PMLA,Offences Against the State,Both,20,True,False,True,True,True,False,False,1,60
661,SCST Act,Economic Offence,Imprisonment,19,False,True,True,False,True,True,False,2,38
662,CrPC,Crimes Against Women,Both,29,False,True,True,True,False,False,False,1,87
663,IPC,Cyber Crime,Both,74,False,True,False,False,False,True,False,2,222
664,PMLA,Cyber Crime,Both,60,False,True,False,True,False,False,False,1,180
665,PMLA,Cyber Crime,Both,18,True,False,True,False,False,True,False,2,54
666,IPC,Crimes Against Foreigners,Both,92,True,True,False,True,True,False,False,2,276
667,SCST Act,Crimes Against SCs and STs,Both,35,False,False,True,True,True,True,True,1,105
668,IPC,Crimes Against Children,Both,43,True,True,True,False,False,True,False,3,129
669,CrPC,Offences Against the State,Imprisonment,111,True,False,True,False,True,True,False,2,222
670,IPC,Crimes Against Women,Fine,95,True,False,True,False,True,True,False,2,95
671,PMLA,Economic Offence,Fine,91,True,True,False,False,False,True,False,3,91
672,IPC,Crimes Against Women,Imprisonment,11,True,True,False,True,True,False,False,2,22
673,SCST Act,Economic Offence,Imprisonment,49,False,False,False,False,True,False,False,0,98
